epsilon1 epsilon2 fB
-0.045 2.091 0.20
-0.045 2.131 0.20
-0.045 2.172 0.20
-0.045 2.212 0.20
-0.045 2.253 0.20
-0.045 2.293 0.20
-0.045 2.333 0.20
-0.045 2.374 0.20
-0.045 2.414 0.20
-0.045 2.455 0.20
-0.045 2.495 0.20
-0.045 2.535 0.20
-0.045 2.576 0.20
-0.045 2.616 0.20
-0.045 2.657 0.20
-0.045 2.697 0.20
-0.045 2.737 0.20
-0.045 2.778 0.20
-0.045 2.818 0.20
-0.045 2.859 0.20
-0.045 2.899 0.20
-0.045 2.939 0.20
-0.045 2.980 0.20
-0.045 3.020 0.20
-0.045 3.061 0.20
-0.045 3.101 0.20
-0.045 3.141 0.20
-0.045 3.182 0.20
-0.045 3.222 0.20
-0.045 3.263 0.20
-0.045 3.303 0.20
-0.045 3.343 0.20
-0.045 3.384 0.20
-0.045 3.424 0.20
-0.045 3.465 0.20
-0.045 3.505 0.20
-0.045 3.545 0.20
-0.045 3.586 0.20
-0.045 3.626 0.20
-0.045 3.667 0.20
-0.045 3.707 0.20
-0.045 3.747 0.20
-0.045 3.788 0.20
-0.045 3.828 0.20
-0.045 3.869 0.20
-0.045 3.909 0.20
-0.045 3.949 0.20
-0.045 3.990 0.20
-0.045 4.030 0.20
-0.045 4.071 0.20
-0.045 4.111 0.20
-0.045 4.152 0.20
-0.045 4.192 0.20
-0.045 4.232 0.20
-0.045 4.273 0.20
-0.045 4.313 0.20
-0.045 4.354 0.20
-0.045 4.394 0.20
-0.045 4.434 0.20
-0.045 4.475 0.20
-0.045 4.515 0.20
-0.045 4.556 0.20
-0.045 4.596 0.20
-0.045 4.636 0.20
-0.045 4.677 0.20
-0.045 4.717 0.20
-0.045 4.758 0.20
-0.045 4.798 0.20
-0.045 4.838 0.20
-0.045 4.879 0.20
-0.045 4.919 0.20
-0.045 4.960 0.20
-0.045 5.000 0.20
-0.036 1.000 0.20
-0.036 1.040 0.20
-0.036 1.081 0.20
-0.036 1.121 0.20
-0.036 1.162 0.20
-0.036 1.202 0.20
-0.036 1.242 0.20
-0.036 1.283 0.20
-0.036 1.323 0.20
-0.036 1.364 0.20
-0.036 1.404 0.20
-0.036 1.444 0.20
-0.036 1.485 0.20
-0.036 1.525 0.20
-0.036 1.566 0.20
-0.036 1.606 0.20
-0.036 1.646 0.20
-0.036 1.687 0.20
-0.036 1.727 0.20
-0.036 1.768 0.20
-0.036 1.808 0.20
-0.036 1.848 0.20
-0.036 1.889 0.20
-0.036 1.929 0.20
-0.036 1.970 0.20
-0.036 2.010 0.20
-0.036 2.051 0.20
-0.036 2.091 0.20
-0.036 2.131 0.20
-0.036 2.172 0.20
-0.036 2.212 0.20
-0.036 2.253 0.20
-0.036 2.293 0.20
-0.036 2.333 0.20
-0.036 2.374 0.20
-0.036 2.414 0.20
-0.036 2.455 0.20
-0.036 2.495 0.20
-0.036 2.535 0.20
-0.036 2.576 0.20
-0.036 2.616 0.20
-0.036 2.657 0.20
-0.036 2.697 0.20
-0.036 2.737 0.20
-0.036 2.778 0.20
-0.036 2.818 0.20
-0.036 2.859 0.20
-0.036 2.899 0.20
-0.036 2.939 0.20
-0.036 2.980 0.20
-0.036 3.020 0.20
-0.036 3.061 0.20
-0.036 3.101 0.20
-0.036 3.141 0.20
-0.036 3.182 0.20
-0.036 3.222 0.20
-0.036 3.263 0.20
-0.036 3.303 0.20
-0.036 3.343 0.20
-0.036 3.384 0.20
-0.036 3.424 0.20
-0.036 3.465 0.20
-0.036 3.505 0.20
-0.036 3.545 0.20
-0.036 3.586 0.20
-0.036 3.626 0.20
-0.036 3.667 0.20
-0.036 3.707 0.20
-0.036 3.747 0.20
-0.036 3.788 0.20
-0.036 3.828 0.20
-0.036 3.869 0.20
-0.036 3.909 0.20
-0.036 3.949 0.20
-0.036 3.990 0.20
-0.036 4.030 0.20
-0.036 4.071 0.20
-0.036 4.111 0.20
-0.036 4.152 0.20
-0.036 4.192 0.20
-0.036 4.232 0.20
-0.036 4.273 0.20
-0.036 4.313 0.20
-0.036 4.354 0.20
-0.036 4.394 0.20
-0.036 4.434 0.20
-0.036 4.475 0.20
-0.036 4.515 0.20
-0.036 4.556 0.20
-0.036 4.596 0.20
-0.036 4.636 0.20
-0.036 4.677 0.20
-0.036 4.717 0.20
-0.036 4.758 0.20
-0.036 4.798 0.20
-0.036 4.838 0.20
-0.036 4.879 0.20
-0.036 4.919 0.20
-0.036 4.960 0.20
-0.036 5.000 0.20
-0.027 1.000 0.20
-0.027 1.040 0.20
-0.027 1.081 0.20
-0.027 1.121 0.20
-0.027 1.162 0.20
-0.027 1.202 0.20
-0.027 1.242 0.20
-0.027 1.283 0.20
-0.027 1.323 0.20
-0.027 1.364 0.20
-0.027 1.404 0.20
-0.027 1.444 0.20
-0.027 1.485 0.20
-0.027 1.525 0.20
-0.027 1.566 0.20
-0.027 1.606 0.20
-0.027 1.646 0.20
-0.027 1.687 0.20
-0.027 1.727 0.20
-0.027 1.768 0.20
-0.027 1.808 0.20
-0.027 1.848 0.20
-0.027 1.889 0.20
-0.027 1.929 0.20
-0.027 1.970 0.20
-0.027 2.010 0.20
-0.027 2.051 0.20
-0.027 2.091 0.20
-0.027 2.131 0.20
-0.027 2.172 0.20
-0.027 2.212 0.20
-0.027 2.253 0.20
-0.027 2.293 0.20
-0.027 2.333 0.20
-0.027 2.374 0.20
-0.027 2.414 0.20
-0.027 2.455 0.20
-0.027 2.495 0.20
-0.027 2.535 0.20
-0.027 2.576 0.20
-0.027 2.616 0.20
-0.027 2.657 0.20
-0.027 2.697 0.20
-0.027 2.737 0.20
-0.027 2.778 0.20
-0.027 2.818 0.20
-0.027 2.859 0.20
-0.027 2.899 0.20
-0.027 2.939 0.20
-0.027 2.980 0.20
-0.027 3.020 0.20
-0.027 3.061 0.20
-0.027 3.101 0.20
-0.027 3.141 0.20
-0.027 3.182 0.20
-0.027 3.222 0.20
-0.027 3.263 0.20
-0.027 3.303 0.20
-0.027 3.343 0.20
-0.027 3.384 0.20
-0.027 3.424 0.20
-0.027 3.465 0.20
-0.027 3.505 0.20
-0.027 3.545 0.20
-0.027 3.586 0.20
-0.027 3.626 0.20
-0.027 3.667 0.20
-0.027 3.707 0.20
-0.027 3.747 0.20
-0.027 3.788 0.20
-0.027 3.828 0.20
-0.027 3.869 0.20
-0.027 3.909 0.20
-0.027 3.949 0.20
-0.027 3.990 0.20
-0.027 4.030 0.20
-0.027 4.071 0.20
-0.027 4.111 0.20
-0.027 4.152 0.20
-0.027 4.192 0.20
-0.027 4.232 0.20
-0.027 4.273 0.20
-0.027 4.313 0.20
-0.027 4.354 0.20
-0.027 4.394 0.20
-0.027 4.434 0.20
-0.027 4.475 0.20
-0.027 4.515 0.20
-0.027 4.556 0.20
-0.027 4.596 0.20
-0.027 4.636 0.20
-0.027 4.677 0.20
-0.027 4.717 0.20
-0.027 4.758 0.20
-0.027 4.798 0.20
-0.027 4.838 0.20
-0.027 4.879 0.20
-0.027 4.919 0.20
-0.027 4.960 0.20
-0.027 5.000 0.20
-0.018 1.000 0.20
-0.018 1.040 0.20
-0.018 1.081 0.20
-0.018 1.121 0.20
-0.018 1.162 0.20
-0.018 1.202 0.20
-0.018 1.242 0.20
-0.018 1.283 0.20
-0.018 1.323 0.20
-0.018 1.364 0.20
-0.018 1.404 0.20
-0.018 1.444 0.20
-0.018 1.485 0.20
-0.018 1.525 0.20
-0.018 1.566 0.20
-0.018 1.606 0.20
-0.018 1.646 0.20
-0.018 1.687 0.20
-0.018 1.727 0.20
-0.018 1.768 0.20
-0.018 1.808 0.20
-0.018 1.848 0.20
-0.018 1.889 0.20
-0.018 1.929 0.20
-0.018 1.970 0.20
-0.018 2.010 0.20
-0.018 2.051 0.20
-0.018 2.091 0.20
-0.018 2.131 0.20
-0.018 2.172 0.20
-0.018 2.212 0.20
-0.018 2.253 0.20
-0.018 2.293 0.20
-0.018 2.333 0.20
-0.018 2.374 0.20
-0.018 2.414 0.20
-0.018 2.455 0.20
-0.018 2.495 0.20
-0.018 2.535 0.20
-0.018 2.576 0.20
-0.018 2.616 0.20
-0.018 2.657 0.20
-0.018 2.697 0.20
-0.018 2.737 0.20
-0.018 2.778 0.20
-0.018 2.818 0.20
-0.018 2.859 0.20
-0.018 2.899 0.20
-0.018 2.939 0.20
-0.018 2.980 0.20
-0.018 3.020 0.20
-0.018 3.061 0.20
-0.018 3.101 0.20
-0.018 3.141 0.20
-0.018 3.182 0.20
-0.018 3.222 0.20
-0.018 3.263 0.20
-0.018 3.303 0.20
-0.018 3.343 0.20
-0.018 3.384 0.20
-0.018 3.424 0.20
-0.018 3.465 0.20
-0.018 3.505 0.20
-0.018 3.545 0.20
-0.018 3.586 0.20
-0.018 3.626 0.20
-0.018 3.667 0.20
-0.018 3.707 0.20
-0.018 3.747 0.20
-0.018 3.788 0.20
-0.018 3.828 0.20
-0.018 3.869 0.20
-0.018 3.909 0.20
-0.018 3.949 0.20
-0.018 3.990 0.20
-0.018 4.030 0.20
-0.018 4.071 0.20
-0.018 4.111 0.20
-0.018 4.152 0.20
-0.018 4.192 0.20
-0.018 4.232 0.20
-0.018 4.273 0.20
-0.018 4.313 0.20
-0.018 4.354 0.20
-0.018 4.394 0.20
-0.018 4.434 0.20
-0.018 4.475 0.20
-0.018 4.515 0.20
-0.018 4.556 0.20
-0.018 4.596 0.20
-0.018 4.636 0.20
-0.018 4.677 0.20
-0.018 4.717 0.20
-0.018 4.758 0.20
-0.018 4.798 0.20
-0.018 4.838 0.20
-0.018 4.879 0.20
-0.018 4.919 0.20
-0.018 4.960 0.20
-0.018 5.000 0.20
-0.009 1.000 0.20
-0.009 1.040 0.20
-0.009 1.081 0.20
-0.009 1.121 0.20
-0.009 1.162 0.20
-0.009 1.202 0.20
-0.009 1.242 0.20
-0.009 1.283 0.20
-0.009 1.323 0.20
-0.009 1.364 0.20
-0.009 1.404 0.20
-0.009 1.444 0.20
-0.009 1.485 0.20
-0.009 1.525 0.20
-0.009 1.566 0.20
-0.009 1.606 0.20
-0.009 1.646 0.20
-0.009 1.687 0.20
-0.009 1.727 0.20
-0.009 1.768 0.20
-0.009 1.808 0.20
-0.009 1.848 0.20
-0.009 1.889 0.20
-0.009 1.929 0.20
-0.009 1.970 0.20
-0.009 2.010 0.20
-0.009 2.051 0.20
-0.009 2.091 0.20
-0.009 2.131 0.20
-0.009 2.172 0.20
-0.009 2.212 0.20
-0.009 2.253 0.20
-0.009 2.293 0.20
-0.009 2.333 0.20
-0.009 2.374 0.20
-0.009 2.414 0.20
-0.009 2.455 0.20
-0.009 2.495 0.20
-0.009 2.535 0.20
-0.009 2.576 0.20
-0.009 2.616 0.20
-0.009 2.657 0.20
-0.009 2.697 0.20
-0.009 2.737 0.20
-0.009 2.778 0.20
-0.009 2.818 0.20
-0.009 2.859 0.20
-0.009 2.899 0.20
-0.009 2.939 0.20
-0.009 2.980 0.20
-0.009 3.020 0.20
-0.009 3.061 0.20
-0.009 3.101 0.20
-0.009 3.141 0.20
-0.009 3.182 0.20
-0.009 3.222 0.20
-0.009 3.263 0.20
-0.009 3.303 0.20
-0.009 3.343 0.20
-0.009 3.384 0.20
-0.009 3.424 0.20
-0.009 3.465 0.20
-0.009 3.505 0.20
-0.009 3.545 0.20
-0.009 3.586 0.20
-0.009 3.626 0.20
-0.009 3.667 0.20
-0.009 3.707 0.20
-0.009 3.747 0.20
-0.009 3.788 0.20
-0.009 3.828 0.20
-0.009 3.869 0.20
-0.009 3.909 0.20
-0.009 3.949 0.20
-0.009 3.990 0.20
-0.009 4.030 0.20
-0.009 4.071 0.20
-0.009 4.111 0.20
-0.009 4.152 0.20
-0.009 4.192 0.20
-0.009 4.232 0.20
-0.009 4.273 0.20
-0.009 4.313 0.20
-0.009 4.354 0.20
-0.009 4.394 0.20
-0.009 4.434 0.20
-0.009 4.475 0.20
-0.009 4.515 0.20
-0.009 4.556 0.20
-0.009 4.596 0.20
-0.009 4.636 0.20
-0.009 4.677 0.20
-0.009 4.717 0.20
-0.009 4.758 0.20
-0.009 4.798 0.20
-0.009 4.838 0.20
-0.009 4.879 0.20
-0.009 4.919 0.20
-0.009 4.960 0.20
-0.009 5.000 0.20
0.000 1.000 0.20
0.000 1.040 0.20
0.000 1.081 0.20
0.000 1.121 0.20
0.000 1.162 0.20
0.000 1.202 0.20
0.000 1.242 0.20
0.000 1.283 0.20
0.000 1.323 0.20
0.000 1.364 0.20
0.000 1.404 0.20
0.000 1.444 0.20
0.000 1.485 0.20
0.000 1.525 0.20
0.000 1.566 0.20
0.000 1.606 0.20
0.000 1.646 0.20
0.000 1.687 0.20
0.000 1.727 0.20
0.000 1.768 0.20
0.000 1.808 0.20
0.000 1.848 0.20
0.000 1.889 0.20
0.000 1.929 0.20
0.000 1.970 0.20
0.000 2.010 0.20
0.000 2.051 0.20
0.000 2.091 0.20
0.000 2.131 0.20
0.000 2.172 0.20
0.000 2.212 0.20
0.000 2.253 0.20
0.000 2.293 0.20
0.000 2.333 0.20
0.000 2.374 0.20
0.000 2.414 0.20
0.000 2.455 0.20
0.000 2.495 0.20
0.000 2.535 0.20
0.000 2.576 0.20
0.000 2.616 0.20
0.000 2.657 0.20
0.000 2.697 0.20
0.000 2.737 0.20
0.000 2.778 0.20
0.000 2.818 0.20
0.000 2.859 0.20
0.000 2.899 0.20
0.000 2.939 0.20
0.000 2.980 0.20
0.000 3.020 0.20
0.000 3.061 0.20
0.000 3.101 0.20
0.000 3.141 0.20
0.000 3.182 0.20
0.000 3.222 0.20
0.000 3.263 0.20
0.000 3.303 0.20
0.000 3.343 0.20
0.000 3.384 0.20
0.000 3.424 0.20
0.000 3.465 0.20
0.000 3.505 0.20
0.000 3.545 0.20
0.000 3.586 0.20
0.000 3.626 0.20
0.000 3.667 0.20
0.000 3.707 0.20
0.000 3.747 0.20
0.000 3.788 0.20
0.000 3.828 0.20
0.000 3.869 0.20
0.000 3.909 0.20
0.000 3.949 0.20
0.000 3.990 0.20
0.000 4.030 0.20
0.000 4.071 0.20
0.000 4.111 0.20
0.000 4.152 0.20
0.000 4.192 0.20
0.000 4.232 0.20
0.000 4.273 0.20
0.000 4.313 0.20
0.000 4.354 0.20
0.000 4.394 0.20
0.000 4.434 0.20
0.000 4.475 0.20
0.000 4.515 0.20
0.000 4.556 0.20
0.000 4.596 0.20
0.000 4.636 0.20
0.000 4.677 0.20
0.000 4.717 0.20
0.000 4.758 0.20
0.000 4.798 0.20
0.000 4.838 0.20
0.000 4.879 0.20
0.000 4.919 0.20
0.000 4.960 0.20
0.000 5.000 0.20
-0.900 1.000 0.30
-0.900 1.040 0.30
-0.900 1.081 0.30
-0.900 1.121 0.30
-0.900 1.162 0.30
-0.900 1.202 0.30
-0.900 1.242 0.30
-0.900 1.283 0.30
-0.900 1.323 0.30
-0.900 1.364 0.30
-0.900 1.404 0.30
-0.900 1.444 0.30
-0.900 1.485 0.30
-0.900 1.525 0.30
-0.900 1.566 0.30
-0.900 1.606 0.30
-0.900 1.646 0.30
-0.900 1.687 0.30
-0.900 1.727 0.30
-0.900 1.768 0.30
-0.900 1.808 0.30
-0.900 1.848 0.30
-0.900 1.889 0.30
-0.900 1.929 0.30
-0.900 1.970 0.30
-0.900 2.010 0.30
-0.900 2.051 0.30
-0.900 2.091 0.30
-0.900 2.131 0.30
-0.900 2.172 0.30
-0.900 2.212 0.30
-0.900 2.253 0.30
-0.900 2.293 0.30
-0.900 2.333 0.30
-0.900 2.374 0.30
-0.900 2.414 0.30
-0.900 2.455 0.30
-0.900 2.495 0.30
-0.900 2.535 0.30
-0.900 2.576 0.30
-0.900 2.616 0.30
-0.900 2.657 0.30
-0.900 2.697 0.30
-0.900 2.737 0.30
-0.900 2.778 0.30
-0.900 2.818 0.30
-0.900 2.859 0.30
-0.900 2.899 0.30
-0.900 2.939 0.30
-0.900 2.980 0.30
-0.900 3.020 0.30
-0.900 3.061 0.30
-0.900 3.101 0.30
-0.900 3.141 0.30
-0.900 3.182 0.30
-0.900 3.222 0.30
-0.900 3.263 0.30
-0.900 3.303 0.30
-0.900 3.343 0.30
-0.900 3.384 0.30
-0.900 3.424 0.30
-0.900 3.465 0.30
-0.900 3.505 0.30
-0.900 3.545 0.30
-0.900 3.586 0.30
-0.900 3.626 0.30
-0.900 3.667 0.30
-0.900 3.707 0.30
-0.900 3.747 0.30
-0.900 3.788 0.30
-0.900 3.828 0.30
-0.900 3.869 0.30
-0.900 3.909 0.30
-0.900 3.949 0.30
-0.900 3.990 0.30
-0.900 4.030 0.30
-0.900 4.071 0.30
-0.900 4.111 0.30
-0.900 4.152 0.30
-0.900 4.192 0.30
-0.900 4.232 0.30
-0.900 4.273 0.30
-0.900 4.313 0.30
-0.900 4.354 0.30
-0.900 4.394 0.30
-0.900 4.434 0.30
-0.900 4.475 0.30
-0.900 4.515 0.30
-0.900 4.556 0.30
-0.900 4.596 0.30
-0.900 4.636 0.30
-0.900 4.677 0.30
-0.900 4.717 0.30
-0.900 4.758 0.30
-0.900 4.798 0.30
-0.900 4.838 0.30
-0.900 4.879 0.30
-0.900 4.919 0.30
-0.900 4.960 0.30
-0.900 5.000 0.30
-0.891 1.000 0.30
-0.891 1.040 0.30
-0.891 1.081 0.30
-0.891 1.121 0.30
-0.891 1.162 0.30
-0.891 1.202 0.30
-0.891 1.242 0.30
-0.891 1.283 0.30
-0.891 1.323 0.30
-0.891 1.364 0.30
-0.891 1.404 0.30
-0.891 1.444 0.30
-0.891 1.485 0.30
-0.891 1.525 0.30
-0.891 1.566 0.30
-0.891 1.606 0.30
-0.891 1.646 0.30
-0.891 1.687 0.30
-0.891 1.727 0.30
-0.891 1.768 0.30
-0.891 1.808 0.30
-0.891 1.848 0.30
-0.891 1.889 0.30
-0.891 1.929 0.30
-0.891 1.970 0.30
-0.891 2.010 0.30
-0.891 2.051 0.30
-0.891 2.091 0.30
-0.891 2.131 0.30
-0.891 2.172 0.30
-0.891 2.212 0.30
-0.891 2.253 0.30
-0.891 2.293 0.30
-0.891 2.333 0.30
-0.891 2.374 0.30
-0.891 2.414 0.30
-0.891 2.455 0.30
-0.891 2.495 0.30
-0.891 2.535 0.30
-0.891 2.576 0.30
-0.891 2.616 0.30
-0.891 2.657 0.30
-0.891 2.697 0.30
-0.891 2.737 0.30
-0.891 2.778 0.30
-0.891 2.818 0.30
-0.891 2.859 0.30
-0.891 2.899 0.30
-0.891 2.939 0.30
-0.891 2.980 0.30
-0.891 3.020 0.30
-0.891 3.061 0.30
-0.891 3.101 0.30
-0.891 3.141 0.30
-0.891 3.182 0.30
-0.891 3.222 0.30
-0.891 3.263 0.30
-0.891 3.303 0.30
-0.891 3.343 0.30
-0.891 3.384 0.30
-0.891 3.424 0.30
-0.891 3.465 0.30
-0.891 3.505 0.30
-0.891 3.545 0.30
-0.891 3.586 0.30
-0.891 3.626 0.30
-0.891 3.667 0.30
-0.891 3.707 0.30
-0.891 3.747 0.30
-0.891 3.788 0.30
-0.891 3.828 0.30
-0.891 3.869 0.30
-0.891 3.909 0.30
-0.891 3.949 0.30
-0.891 3.990 0.30
-0.891 4.030 0.30
-0.891 4.071 0.30
-0.891 4.111 0.30
-0.891 4.152 0.30
-0.891 4.192 0.30
-0.891 4.232 0.30
-0.891 4.273 0.30
-0.891 4.313 0.30
-0.891 4.354 0.30
-0.891 4.394 0.30
-0.891 4.434 0.30
-0.891 4.475 0.30
-0.891 4.515 0.30
-0.891 4.556 0.30
-0.891 4.596 0.30
-0.891 4.636 0.30
-0.891 4.677 0.30
-0.891 4.717 0.30
-0.891 4.758 0.30
-0.891 4.798 0.30
-0.891 4.838 0.30
-0.891 4.879 0.30
-0.891 4.919 0.30
-0.891 4.960 0.30
-0.891 5.000 0.30
-0.882 1.000 0.30
-0.882 1.040 0.30
-0.882 1.081 0.30
-0.882 1.121 0.30
-0.882 1.162 0.30
-0.882 1.202 0.30
-0.882 1.242 0.30
-0.882 1.283 0.30
-0.882 1.323 0.30
-0.882 1.364 0.30
-0.882 1.404 0.30
-0.882 1.444 0.30
-0.882 1.485 0.30
-0.882 1.525 0.30
-0.882 1.566 0.30
-0.882 1.606 0.30
-0.882 1.646 0.30
-0.882 1.687 0.30
-0.882 1.727 0.30
-0.882 1.768 0.30
-0.882 1.808 0.30
-0.882 1.848 0.30
-0.882 1.889 0.30
-0.882 1.929 0.30
-0.882 1.970 0.30
-0.882 2.010 0.30
-0.882 2.051 0.30
-0.882 2.091 0.30
-0.882 2.131 0.30
-0.882 2.172 0.30
-0.882 2.212 0.30
-0.882 2.253 0.30
-0.882 2.293 0.30
-0.882 2.333 0.30
-0.882 2.374 0.30
-0.882 2.414 0.30
-0.882 2.455 0.30
-0.882 2.495 0.30
-0.882 2.535 0.30
-0.882 2.576 0.30
-0.882 2.616 0.30
-0.882 2.657 0.30
-0.882 2.697 0.30
-0.882 2.737 0.30
-0.882 2.778 0.30
-0.882 2.818 0.30
-0.882 2.859 0.30
-0.882 2.899 0.30
-0.882 2.939 0.30
-0.882 2.980 0.30
-0.882 3.020 0.30
-0.882 3.061 0.30
-0.882 3.101 0.30
-0.882 3.141 0.30
-0.882 3.182 0.30
-0.882 3.222 0.30
-0.882 3.263 0.30
-0.882 3.303 0.30
-0.882 3.343 0.30
-0.882 3.384 0.30
-0.882 3.424 0.30
-0.882 3.465 0.30
-0.882 3.505 0.30
-0.882 3.545 0.30
-0.882 3.586 0.30
-0.882 3.626 0.30
-0.882 3.667 0.30
-0.882 3.707 0.30
-0.882 3.747 0.30
-0.882 3.788 0.30
-0.882 3.828 0.30
-0.882 3.869 0.30
-0.882 3.909 0.30
-0.882 3.949 0.30
-0.882 3.990 0.30
-0.882 4.030 0.30
-0.882 4.071 0.30
-0.882 4.111 0.30
-0.882 4.152 0.30
-0.882 4.192 0.30
-0.882 4.232 0.30
-0.882 4.273 0.30
-0.882 4.313 0.30
-0.882 4.354 0.30
-0.882 4.394 0.30
-0.882 4.434 0.30
-0.882 4.475 0.30
-0.882 4.515 0.30
-0.882 4.556 0.30
-0.882 4.596 0.30
-0.882 4.636 0.30
-0.882 4.677 0.30
-0.882 4.717 0.30
-0.882 4.758 0.30
-0.882 4.798 0.30
-0.882 4.838 0.30
-0.882 4.879 0.30
-0.882 4.919 0.30
-0.882 4.960 0.30
-0.882 5.000 0.30
-0.873 1.000 0.30
-0.873 1.040 0.30
-0.873 1.081 0.30
-0.873 1.121 0.30
-0.873 1.162 0.30
-0.873 1.202 0.30
-0.873 1.242 0.30
-0.873 1.283 0.30
-0.873 1.323 0.30
-0.873 1.364 0.30
-0.873 1.404 0.30
-0.873 1.444 0.30
-0.873 1.485 0.30
-0.873 1.525 0.30
-0.873 1.566 0.30
-0.873 1.606 0.30
-0.873 1.646 0.30
-0.873 1.687 0.30
-0.873 1.727 0.30
-0.873 1.768 0.30
-0.873 1.808 0.30
-0.873 1.848 0.30
-0.873 1.889 0.30
-0.873 1.929 0.30
-0.873 1.970 0.30
-0.873 2.010 0.30
-0.873 2.051 0.30
-0.873 2.091 0.30
-0.873 2.131 0.30
-0.873 2.172 0.30
-0.873 2.212 0.30
-0.873 2.253 0.30
-0.873 2.293 0.30
-0.873 2.333 0.30
-0.873 2.374 0.30
-0.873 2.414 0.30
-0.873 2.455 0.30
-0.873 2.495 0.30
-0.873 2.535 0.30
-0.873 2.576 0.30
-0.873 2.616 0.30
-0.873 2.657 0.30
-0.873 2.697 0.30
-0.873 2.737 0.30
-0.873 2.778 0.30
-0.873 2.818 0.30
-0.873 2.859 0.30
-0.873 2.899 0.30
-0.873 2.939 0.30
-0.873 2.980 0.30
-0.873 3.020 0.30
-0.873 3.061 0.30
-0.873 3.101 0.30
-0.873 3.141 0.30
-0.873 3.182 0.30
-0.873 3.222 0.30
-0.873 3.263 0.30
-0.873 3.303 0.30
-0.873 3.343 0.30
-0.873 3.384 0.30
-0.873 3.424 0.30
-0.873 3.465 0.30
-0.873 3.505 0.30
-0.873 3.545 0.30
-0.873 3.586 0.30
-0.873 3.626 0.30
-0.873 3.667 0.30
-0.873 3.707 0.30
-0.873 3.747 0.30
-0.873 3.788 0.30
-0.873 3.828 0.30
-0.873 3.869 0.30
-0.873 3.909 0.30
-0.873 3.949 0.30
-0.873 3.990 0.30
-0.873 4.030 0.30
-0.873 4.071 0.30
-0.873 4.111 0.30
-0.873 4.152 0.30
-0.873 4.192 0.30
-0.873 4.232 0.30
-0.873 4.273 0.30
-0.873 4.313 0.30
-0.873 4.354 0.30
-0.873 4.394 0.30
-0.873 4.434 0.30
-0.873 4.475 0.30
-0.873 4.515 0.30
-0.873 4.556 0.30
-0.873 4.596 0.30
-0.873 4.636 0.30
-0.873 4.677 0.30
-0.873 4.717 0.30
-0.873 4.758 0.30
-0.873 4.798 0.30
-0.873 4.838 0.30
-0.873 4.879 0.30
-0.873 4.919 0.30
-0.873 4.960 0.30
-0.873 5.000 0.30
-0.864 1.000 0.30
-0.864 1.040 0.30
-0.864 1.081 0.30
-0.864 1.121 0.30
-0.864 1.162 0.30
-0.864 1.202 0.30
-0.864 1.242 0.30
-0.864 1.283 0.30
-0.864 1.323 0.30
-0.864 1.364 0.30
-0.864 1.404 0.30
-0.864 1.444 0.30
-0.864 1.485 0.30
-0.864 1.525 0.30
-0.864 1.566 0.30
-0.864 1.606 0.30
-0.864 1.646 0.30
-0.864 1.687 0.30
-0.864 1.727 0.30
-0.864 1.768 0.30
-0.864 1.808 0.30
-0.864 1.848 0.30
-0.864 1.889 0.30
-0.864 1.929 0.30
-0.864 1.970 0.30
-0.864 2.010 0.30
-0.864 2.051 0.30
-0.864 2.091 0.30
-0.864 2.131 0.30
-0.864 2.172 0.30
-0.864 2.212 0.30
-0.864 2.253 0.30
-0.864 2.293 0.30
-0.864 2.333 0.30
-0.864 2.374 0.30
-0.864 2.414 0.30
-0.864 2.455 0.30
-0.864 2.495 0.30
-0.864 2.535 0.30
-0.864 2.576 0.30
-0.864 2.616 0.30
-0.864 2.657 0.30
-0.864 2.697 0.30
-0.864 2.737 0.30
-0.864 2.778 0.30
-0.864 2.818 0.30
-0.864 2.859 0.30
-0.864 2.899 0.30
-0.864 2.939 0.30
-0.864 2.980 0.30
-0.864 3.020 0.30
-0.864 3.061 0.30
-0.864 3.101 0.30
-0.864 3.141 0.30
-0.864 3.182 0.30
-0.864 3.222 0.30
-0.864 3.263 0.30
-0.864 3.303 0.30
-0.864 3.343 0.30
-0.864 3.384 0.30
-0.864 3.424 0.30
-0.864 3.465 0.30
-0.864 3.505 0.30
-0.864 3.545 0.30
-0.864 3.586 0.30
-0.864 3.626 0.30
-0.864 3.667 0.30
-0.864 3.707 0.30
-0.864 3.747 0.30
-0.864 3.788 0.30
-0.864 3.828 0.30
-0.864 3.869 0.30
-0.864 3.909 0.30
-0.864 3.949 0.30
-0.864 3.990 0.30
-0.864 4.030 0.30
-0.864 4.071 0.30
-0.864 4.111 0.30
-0.864 4.152 0.30
-0.864 4.192 0.30
-0.864 4.232 0.30
-0.864 4.273 0.30
-0.864 4.313 0.30
-0.864 4.354 0.30
-0.864 4.394 0.30
-0.864 4.434 0.30
-0.864 4.475 0.30
-0.864 4.515 0.30
-0.864 4.556 0.30
-0.864 4.596 0.30
-0.864 4.636 0.30
-0.864 4.677 0.30
-0.864 4.717 0.30
-0.864 4.758 0.30
-0.864 4.798 0.30
-0.864 4.838 0.30
-0.864 4.879 0.30
-0.864 4.919 0.30
-0.864 4.960 0.30
-0.864 5.000 0.30
-0.855 1.000 0.30
-0.855 1.040 0.30
-0.855 1.081 0.30
-0.855 1.121 0.30
-0.855 1.162 0.30
-0.855 1.202 0.30
-0.855 1.242 0.30
-0.855 1.283 0.30
-0.855 1.323 0.30
-0.855 1.364 0.30
